pid,syear,sex,age,plb0031,plb0304,kids,partner,hinc
7,2014,1,50,1,0,0,0,39851.89491206088
7,2015,1,51,0,0,0,1,37690.73088863889
7,2016,1,52,1,0,0,0,39129.91881234514
7,2017,1,53,0,0,1,1,43213.69377679153
7,2018,1,54,1,0,1,1,41792.739854483334
7,2019,1,55,1,0,1,1,40100.73920625436
8,2005,1,45,1,0,0,1,46978.56509376543
8,2006,1,46,0,5,0,0,35246.72563902079
8,2007,1,47,0,0,0,1,32927.477083872094
8,2008,1,48,0,0,0,0,24785.605902478062
8,2009,1,49,0,0,0,1,37885.16307022216
8,2010,1,50,0,0,0,1,40599.56197608983
8,2011,1,51,0,0,0,1,33499.444412615034
8,2012,1,52,0,0,0,1,32080.89591488697
8,2013,1,53,1,0,0,1,17324.600711053015
8,2014,1,54,0,0,0,1,27871.20203308026
8,2015,1,55,0,0,0,0,31871.438784128204
9,2009,1,18,1,0,1,1,27207.01221970014
9,2010,1,19,1,0,1,1,50203.70598922896
9,2011,1,20,1,0,1,1,39267.4715148013
9,2012,1,21,0,0,1,1,19129.695922524996
9,2013,1,22,0,0,1,1,34759.317729407376
9,2014,1,23,1,0,1,1,52884.627705786406
9,2015,1,24,1,0,1,1,50191.947124710554
9,2016,1,25,0,0,1,1,41760.59463042897
9,2017,1,26,0,0,1,0,24928.93208612885
9,2018,1,27,1,0,1,1,41024.32854846768
9,2019,1,28,1,0,1,1,36149.293205762195
10,2008,2,18,0,0,0,1,32735.567651436497
10,2009,2,19,1,0,0,1,44488.26453976848
10,2010,2,20,1,0,0,0,44928.853232158
10,2011,2,21,1,0,0,0,35770.208116002366
10,2012,2,22,1,0,0,1,30252.082869707316
10,2013,2,23,1,0,0,0,30717.39979784555
10,2014,2,24,0,0,0,1,41452.05582101848
10,2015,2,25,1,0,0,1,33798.1456506585
10,2016,2,26,1,0,0,1,37976.64556714404
10,2017,2,27,0,0,0,0,41019.47525334472
10,2018,2,28,1,0,0,1,37134.32639607377
10,2019,2,29,1,0,0,1,47214.907496143096
11,2005,2,20,1,0,0,1,34379.591063038686
11,2006,2,21,1,0,0,1,30453.919074892594
11,2007,2,22,1,0,0,0,56675.81784433251
11,2008,2,23,0,0,0,0,51127.2279694822
11,2009,2,24,0,0,1,0,23366.97821620403
11,2010,2,25,1,0,1,1,39828.20030100272
11,2011,2,26,0,0,2,1,41391.73063335656
11,2012,2,27,1,0,2,1,47262.97557793942
11,2013,2,28,1,0,2,0,42287.84132950627
11,2014,2,29,0,0,2,0,54264.90268300045
11,2015,2,30,0,0,2,0,41726.885185512045
11,2016,2,31,1,0,2,0,53671.96530551067
11,2017,2,32,1,0,2,1,26163.359255926836
11,2018,2,33,1,0,2,0,49933.71167721875
11,2019,2,34,0,0,2,0,39426.607707540505
12,2005,1,32,0,0,0,0,31809.451844087565
12,2006,1,33,1,0,0,1,41468.09458470188
12,2007,1,34,0,0,0,1,42825.26098578132
12,2008,1,35,0,0,0,0,35409.969597534684
12,2009,1,36,1,0,0,1,34554.04580343557
12,2010,1,37,0,0,0,1,44420.265218779525
12,2011,1,38,1,0,0,0,42364.40360783322
12,2012,1,39,1,0,0,1,34023.1368884779
12,2013,1,40,1,0,0,1,40439.35438921805
12,2014,1,41,1,0,0,1,53646.598874701485
12,2015,1,42,0,0,0,0,39741.357992599085
12,2016,1,43,1,0,0,0,45269.64100567803
12,2017,1,44,1,5,0,1,27817.728203821156
12,2018,1,45,0,0,0,0,55586.206532461954
12,2019,1,46,0,0,0,1,35239.23611166524
13,2005,2,35,1,0,0,1,30577.715668061173
13,2006,2,36,0,0,0,0,34557.90730244874
13,2007,2,37,1,0,0,1,46942.79229330546
13,2008,2,38,0,0,1,1,32507.88786002611
13,2009,2,39,1,0,1,0,35178.81755755748
13,2010,2,40,0,0,1,0,50414.79334528076
13,2011,2,41,1,0,1,0,34980.64892498018
13,2012,2,42,1,0,1,1,36036.88605655002
13,2013,2,43,1,0,1,1,51177.315420390485
13,2014,2,44,1,0,1,1,34476.805725586004
13,2015,2,45,1,0,1,1,39476.18116994032
13,2016,2,46,1,0,1,0,46459.33888866241
13,2017,2,47,1,0,1,1,30445.836585233978
13,2018,2,48,1,5,1,1,35884.834739639475
13,2019,2,49,0,0,1,0,33748.15578671
14,2005,1,45,1,0,0,1,43435.58596306935
14,2006,1,46,0,0,0,1,36415.782881598156
14,2007,1,47,1,0,0,1,23007.215405358613
14,2008,1,48,1,0,0,1,59438.78182923175
14,2009,1,49,1,0,0,0,55597.86076480983
14,2010,1,50,0,0,0,1,33370.735709297645
14,2011,1,51,0,0,0,1,47373.07774683078
14,2012,1,52,1,0,0,1,49777.6267696635
14,2013,1,53,1,0,0,1,22605.411487306825
14,2014,1,54,0,0,0,1,41145.72361998017
14,2015,1,55,0,0,0,1,47826.34385693006
15,2005,2,25,0,0,0,1,35172.5099607779
15,2006,2,26,1,0,0,1,37943.021830022255
15,2007,2,27,0,0,0,1,44219.069725539855
15,2008,2,28,1,0,1,1,42095.500888854614
15,2009,2,29,1,0,1,0,49481.68233208712
15,2010,2,30,0,0,1,0,34639.68645155722
15,2011,2,31,1,0,1,1,42275.780713356326
15,2012,2,32,1,0,1,1,40308.41212280714
15,2013,2,33,0,0,1,0,29133.218245710785
15,2014,2,34,0,0,1,1,36244.48869272363
15,2015,2,35,0,0,1,0,40965.17780795836
15,2016,2,36,1,0,1,1,50496.73559799715
15,2017,2,37,0,0,1,1,32809.60073406029
15,2018,2,38,1,0,1,1,32722.928820080222
15,2019,2,39,1,0,1,1,51231.18032958626
16,2005,1,20,0,0,0,1,36035.94130824413
16,2006,1,21,0,0,0,1,45984.2778076938
16,2007,1,22,1,0,0,0,52007.77304451432
16,2008,1,23,0,0,0,1,30144.33499403183
16,2009,1,24,1,0,0,1,41161.81421703478
16,2010,1,25,1,0,0,1,29855.827906855455
16,2011,1,26,1,0,0,0,29366.83338270787
16,2012,1,27,0,0,0,1,47885.78173458851
16,2013,1,28,1,0,0,1,35244.28361489422
16,2014,1,29,0,0,0,1,45532.96544760694
16,2015,1,30,0,0,0,1,50289.18764085154
16,2016,1,31,0,0,1,1,37733.477473339095
16,2017,1,32,0,0,1,1,40976.43147602404
16,2018,1,33,0,0,1,0,34136.47904976899
16,2019,1,34,1,0,1,1,37108.31420192455
17,2012,2,18,1,0,0,1,28758.72062108432
17,2013,2,19,1,0,0,0,44008.26674813876
17,2014,2,20,0,0,0,1,43300.56317315298
17,2015,2,21,0,0,0,0,24562.523229486742
17,2016,2,22,0,0,0,0,45707.196721643566
17,2017,2,23,0,0,0,1,40376.13770498996
17,2018,2,24,0,0,0,1,47358.62008118131
17,2019,2,25,1,0,0,0,42510.895707761076
18,2005,1,32,1,0,0,1,43636.50785839724
18,2006,1,33,1,0,0,0,45952.30616519329
18,2007,1,34,1,0,0,1,34811.58515152503
18,2008,1,35,0,0,0,1,46414.85865632133
18,2009,1,36,1,0,0,0,39223.20346077342
18,2010,1,37,0,0,0,0,40434.55109163389
18,2011,1,38,0,0,0,1,36673.06126870572
18,2012,1,39,0,0,0,1,39167.60194560291
18,2013,1,40,1,0,0,1,45051.5703482715
18,2014,1,41,0,0,0,1,59630.73739316568
18,2015,1,42,1,0,0,1,51026.19829068579
18,2016,1,43,1,0,0,0,45468.685961608666
18,2017,1,44,0,0,1,0,35162.97777118616
18,2018,1,45,0,0,1,0,39752.394816544525
18,2019,1,46,1,0,1,0,38116.34622236245
19,2005,2,41,1,0,0,1,40817.031366968266
19,2006,2,42,0,0,0,1,41210.95579656301
19,2007,2,43,0,0,0,1,46902.37588632391
19,2008,2,44,1,0,0,0,34897.17522616447
19,2009,2,45,0,0,0,1,36206.83535101235
19,2010,2,46,0,0,0,1,41558.82256961478
19,2011,2,47,1,0,0,0,38730.60445031491
19,2012,2,48,1,0,0,0,52538.462933111616
19,2013,2,49,1,0,0,0,42744.87266361407
19,2014,2,50,1,0,1,1,38230.42134619361
19,2015,2,51,0,0,1,0,41517.76706846446
19,2016,2,52,1,0,1,1,46163.40173693314
19,2017,2,53,1,0,1,1,45414.16216573564
19,2018,2,54,1,0,1,1,34436.626960880196
19,2019,2,55,0,5,1,1,33717.32333671083
20,2005,2,39,0,0,0,0,36406.6895297955
20,2006,2,40,1,0,0,1,49014.02553540962
20,2007,2,41,1,0,0,1,50389.277873314684
20,2008,2,42,1,0,0,1,40861.43895781284
20,2009,2,43,0,0,0,1,43446.721954669985
20,2010,2,44,1,0,0,0,41946.46131302693
20,2011,2,45,1,0,0,1,47537.332041310634
20,2012,2,46,1,0,0,1,46880.771073144555
20,2013,2,47,1,0,0,1,36648.63904601163
20,2014,2,48,1,0,1,1,36145.81389612128
20,2015,2,49,0,0,1,1,44110.68154452437
20,2016,2,50,1,0,1,1,37945.51753264773
20,2017,2,51,1,0,1,1,42924.053878613544
20,2018,2,52,1,0,1,1,27362.215434305625
20,2019,2,53,1,0,1,1,55702.58107236367
21,2005,1,21,0,0,1,1,36919.51790512395
21,2006,1,22,0,0,1,1,37893.42477908829
21,2007,1,23,0,0,1,1,36773.68398421504
21,2008,1,24,1,0,2,0,32989.45065620655
21,2009,1,25,1,0,2,1,40301.2818653435
21,2010,1,26,1,0,2,0,47911.061898472144
21,2011,1,27,0,0,2,0,44986.47845323683
21,2012,1,28,0,0,2,1,54495.84099307897
21,2013,1,29,1,0,2,0,42863.40582953415
21,2014,1,30,0,5,2,1,34778.826890265154
21,2015,1,31,1,0,2,0,40460.98920279206
21,2016,1,32,0,0,2,1,26985.281521282926
21,2017,1,33,1,0,2,1,30400.771984685704
21,2018,1,34,1,0,3,0,26330.774900591117
21,2019,1,35,0,0,3,1,37837.0862385818
22,2005,2,42,1,0,0,1,40228.77421374675
22,2006,2,43,1,0,0,1,52641.86069880657
22,2007,2,44,0,0,0,0,50535.5485058605
22,2008,2,45,1,0,0,1,43514.42206145177
22,2009,2,46,0,0,0,1,36083.68445046797
22,2010,2,47,1,5,0,1,38233.383066729555
22,2011,2,48,0,0,0,1,33270.18322994328
22,2012,2,49,1,0,0,0,28995.526949439798
22,2013,2,50,0,0,0,0,41119.662387574535
22,2014,2,51,1,0,0,1,31992.21681758771
22,2015,2,52,1,0,0,1,29979.13813737419
22,2016,2,53,1,0,0,0,20725.140494456577
22,2017,2,54,0,0,0,1,22870.27005916448
22,2018,2,55,0,0,0,0,42198.701928553724
23,2005,2,44,1,0,0,0,30101.26683642363
23,2006,2,45,1,0,0,0,45033.99177514868
23,2007,2,46,1,0,0,1,55773.35000369453
23,2008,2,47,1,0,0,1,38294.91730666143
23,2009,2,48,1,0,0,0,43422.96541752309
23,2010,2,49,0,0,0,0,23296.88772319513
23,2011,2,50,1,0,0,1,44799.9536633987
23,2012,2,51,1,0,0,1,33519.41532632408
23,2013,2,52,1,0,0,1,39177.24669491144
23,2014,2,53,0,0,0,1,39785.64522691469
23,2015,2,54,0,0,0,1,41445.163714203525
23,2016,2,55,1,0,0,0,46013.92218714861
24,2005,2,40,1,0,0,1,37323.93994914603
24,2006,2,41,0,0,0,1,41649.527856234614
24,2007,2,42,1,0,0,1,46319.200640302995
24,2008,2,43,1,0,0,1,36868.59586650612
24,2009,2,44,1,0,0,1,23843.55560818265
24,2010,2,45,1,0,1,1,48571.20728298977
24,2011,2,46,0,0,1,1,43608.76237266383
24,2012,2,47,0,0,1,1,31607.944619436108
24,2013,2,48,1,0,1,0,40716.86527942087
24,2014,2,49,1,0,1,1,30548.848133609587
24,2015,2,50,1,0,1,0,50550.11692581755
24,2016,2,51,0,0,1,0,40694.87330529442
24,2017,2,52,1,0,1,1,39224.9133630794
24,2018,2,53,1,0,1,1,28723.909460214447
24,2019,2,54,1,0,1,0,59646.20959650044
25,2005,1,42,1,0,0,1,47831.14831930181
25,2006,1,43,1,0,0,0,35677.42253490009
25,2007,1,44,0,0,0,0,44108.32566530811
25,2008,1,45,1,0,0,0,36306.963277948314
25,2009,1,46,0,0,0,1,49218.660869932035
25,2010,1,47,1,0,0,1,44634.32115443908
25,2011,1,48,0,0,0,0,49285.459965577
25,2012,1,49,0,0,0,1,48558.803989608314
25,2013,1,50,1,5,0,0,27791.953103436736
25,2014,1,51,0,0,0,0,37419.03477057155
25,2015,1,52,1,0,0,0,31548.503326277547
25,2016,1,53,1,0,0,1,30279.751977767708
25,2017,1,54,0,0,0,0,35112.29868200285
25,2018,1,55,1,0,0,1,41089.74008232811
26,2010,2,18,1,0,0,0,35841.17286760997
26,2011,2,19,0,0,0,0,31820.51696363387
26,2012,2,20,0,0,0,1,56639.56738952418
26,2013,2,21,1,0,0,0,31237.732383228038
26,2014,2,22,1,0,0,1,45863.801434091845
26,2015,2,23,1,0,0,1,24391.052201209146
26,2016,2,24,0,0,0,0,34968.56887049046
26,2017,2,25,0,0,1,0,27551.946137810533
26,2018,2,26,0,0,1,0,25424.762138781167
26,2019,2,27,0,0,1,0,33973.61420529154
27,2009,2,18,0,0,0,1,46314.5248948368
27,2010,2,19,1,0,0,1,33712.0843159364
27,2011,2,20,1,0,0,1,29350.136371537774
27,2012,2,21,0,0,0,1,43108.62883624771
27,2013,2,22,0,0,0,1,59943.996139462324
27,2014,2,23,1,0,0,1,40654.63486838052
27,2015,2,24,0,0,0,0,39208.88277447086
27,2016,2,25,1,0,0,0,38600.32194643673
27,2017,2,26,0,0,0,1,33954.038724057245
27,2018,2,27,0,0,0,0,39799.78433003885
27,2019,2,28,1,0,0,0,46542.130393602296
28,2011,1,18,0,0,0,0,40453.199399176854
28,2012,1,19,1,0,0,0,44237.54203485385
28,2013,1,20,0,0,0,0,30322.44205727114
28,2014,1,21,1,0,0,1,44799.429839969634
28,2015,1,22,0,0,0,0,41189.33965761689
28,2016,1,23,1,0,0,0,37303.31223105569
28,2017,1,24,1,0,0,1,36894.58545167017
28,2018,1,25,0,0,0,1,41363.3297790039
28,2019,1,26,1,0,0,1,19568.630920784362
29,2012,1,18,1,0,0,1,47474.55928991419
29,2013,1,19,1,0,0,1,35387.91679418625
29,2014,1,20,1,0,0,0,19271.66166284072
29,2015,1,21,1,0,0,1,39877.52120661604
29,2016,1,22,0,0,0,1,44634.33199680871
29,2017,1,23,0,0,0,0,36453.74199046792
29,2018,1,24,1,0,0,1,32921.578287784796
29,2019,1,25,0,0,0,0,34647.41809072067
30,2005,2,25,1,0,0,1,48319.23749916861
30,2006,2,26,1,0,0,0,42931.65733038378
30,2007,2,27,0,0,0,0,37944.36407717201
30,2008,2,28,1,0,1,1,48744.548692905686
30,2009,2,29,1,0,1,1,44602.957017539
30,2010,2,30,1,0,1,1,35112.880867451284
30,2011,2,31,1,0,1,0,49556.25499605155
30,2012,2,32,0,0,1,1,47588.06562973336
30,2013,2,33,1,5,1,0,34236.99955946401
30,2014,2,34,1,0,1,0,40542.9556112468
30,2015,2,35,0,0,1,1,33640.552310819156
30,2016,2,36,1,0,1,0,35563.690245327045
30,2017,2,37,1,0,1,1,27823.545509432523
30,2018,2,38,0,0,1,1,31818.731136237304
30,2019,2,39,0,0,1,0,33982.30866025867
31,2005,2,38,1,0,0,1,29651.53088666161
31,2006,2,39,1,0,0,1,41873.10037690637
31,2007,2,40,1,0,0,1,42579.925725382534
31,2008,2,41,1,0,0,1,34541.354961140045
31,2009,2,42,0,0,0,0,46427.56649892466
31,2010,2,43,0,5,0,1,39794.734160112464
31,2011,2,44,0,0,0,0,35402.483311017466
31,2012,2,45,0,0,0,0,25805.035813010916
31,2013,2,46,0,0,0,1,39162.63479945486
31,2014,2,47,0,0,0,1,37970.426801752124
31,2015,2,48,0,0,0,1,39262.0626567675
31,2016,2,49,1,0,0,1,41630.790195851456
31,2017,2,50,1,0,0,0,30884.668486946608
31,2018,2,51,1,0,0,1,31567.523160569137
31,2019,2,52,1,0,0,1,34197.518052195854
32,2005,2,22,0,0,0,1,48602.51311487483
32,2006,2,23,1,0,0,1,33454.40893262154
32,2007,2,24,0,5,0,1,33977.05368960552
32,2008,2,25,1,0,0,1,31063.788637246595
32,2009,2,26,0,0,0,1,27974.911310544623
32,2010,2,27,1,0,0,1,46660.2793289535
32,2011,2,28,0,0,0,0,26678.506849269113
32,2012,2,29,1,0,0,0,24406.393413002446
32,2013,2,30,1,0,0,0,26013.600417986327
32,2014,2,31,1,0,0,1,41024.15484063908
32,2015,2,32,1,0,0,1,32674.37258268308
32,2016,2,33,0,0,0,1,14475.277891889264
32,2017,2,34,0,0,0,1,32905.84662526548
32,2018,2,35,0,0,0,0,27360.648155273073
32,2019,2,36,0,0,0,0,27931.300292373056
33,2005,1,26,0,5,0,0,20754.37086660839
33,2006,1,27,0,0,0,1,39329.287716339044
33,2007,1,28,0,0,0,1,41886.58046796727
33,2008,1,29,0,0,0,0,31436.983267185507
33,2009,1,30,1,0,1,1,36088.038712677655
33,2010,1,31,1,0,1,1,33106.46023904878
33,2011,1,32,0,0,1,0,40882.06147998624
33,2012,1,33,0,0,1,1,18467.794569120088
33,2013,1,34,0,0,1,0,32634.209947623785
33,2014,1,35,1,0,1,1,33036.46940287616
33,2015,1,36,0,0,1,1,33907.5007257718
33,2016,1,37,1,0,1,1,43910.038196242946
33,2017,1,38,0,0,1,1,30617.009122845044
33,2018,1,39,1,0,1,0,29318.176146095204
33,2019,1,40,0,0,1,0,42599.132965901554
34,2005,1,35,1,0,0,1,36294.681068228274
34,2006,1,36,0,0,0,1,54986.38220974036
34,2007,1,37,1,0,0,1,48640.38452571719
34,2008,1,38,0,0,0,0,34851.60134146031
34,2009,1,39,0,0,0,0,48239.68654064929
34,2010,1,40,1,0,0,0,32359.019365205175
34,2011,1,41,0,0,0,1,43388.79252474769
34,2012,1,42,0,0,0,1,39362.868870034275
34,2013,1,43,1,0,0,1,43618.97436999787
34,2014,1,44,0,0,0,0,49499.08841251801
34,2015,1,45,0,0,0,1,60716.50913614891
34,2016,1,46,0,0,0,1,41347.68781015692
34,2017,1,47,0,0,0,0,50540.78028486368
34,2018,1,48,1,0,0,1,50375.95637248887
34,2019,1,49,0,0,0,0,39817.05550160894
35,2011,2,18,0,0,0,0,52923.00551575553
35,2012,2,19,0,0,0,1,37421.436246309284
35,2013,2,20,0,0,0,1,32770.38511415898
35,2014,2,21,1,0,0,1,42594.874253772825
35,2015,2,22,1,0,0,1,44693.5504118022
35,2016,2,23,1,0,0,0,36200.77074701981
35,2017,2,24,0,0,0,1,44111.26279727132
35,2018,2,25,0,0,0,1,41436.65425551678
35,2019,2,26,1,0,0,1,45380.58960962185
36,2005,2,38,1,0,0,1,55199.055479161725
36,2006,2,39,1,0,0,0,39604.98477155052
36,2007,2,40,0,0,0,1,37576.28436078457
36,2008,2,41,0,0,0,1,46747.314475167994
36,2009,2,42,0,0,0,1,43961.70362499289
36,2010,2,43,1,0,0,0,28226.468458634496
36,2011,2,44,1,0,0,0,37902.61037708927
36,2012,2,45,1,0,0,1,45963.23357876321
36,2013,2,46,0,0,0,0,32912.67203232577
36,2014,2,47,1,0,0,0,49909.05638432897
36,2015,2,48,0,0,0,1,40917.68494531175
36,2016,2,49,1,0,0,1,33534.865164741845
36,2017,2,50,1,0,0,0,34276.226422948224
36,2018,2,51,0,0,0,0,35856.698799569676
36,2019,2,52,1,0,0,0,41928.38781686532
37,2005,1,26,1,0,0,1,51212.525900122615
37,2006,1,27,0,0,0,0,48872.43238345269
37,2007,1,28,1,0,0,1,42825.65915606274
37,2008,1,29,1,0,1,1,39841.717478280276
37,2009,1,30,1,0,1,1,38437.61843534325
37,2010,1,31,0,0,1,1,42437.294629584656
37,2011,1,32,1,0,1,0,59875.73894913147
37,2012,1,33,0,5,1,1,29219.617270165087
37,2013,1,34,1,0,1,1,24135.15895934436
37,2014,1,35,0,0,1,1,31846.077360090076
37,2015,1,36,1,0,1,1,31036.353681733715
37,2016,1,37,1,0,1,1,34471.199611732445
37,2017,1,38,1,0,1,1,25962.788613692854
37,2018,1,39,0,0,2,1,39681.36108986117
37,2019,1,40,0,0,2,0,31436.432917664155
38,2005,1,18,0,0,0,0,44606.23826133162
38,2006,1,19,0,0,0,1,35789.64375018421
38,2007,1,20,1,0,0,0,52046.546301117254
38,2008,1,21,0,0,0,1,43613.06161319677
38,2009,1,22,0,0,0,1,31400.80754152704
38,2010,1,23,1,0,0,1,20380.7446125419
38,2011,1,24,0,0,0,1,52463.75079322339
38,2012,1,25,1,0,0,1,48383.53649401714
38,2013,1,26,0,0,0,0,37316.83421780966
38,2014,1,27,1,0,0,0,32568.160365419
38,2015,1,28,0,0,1,0,22751.191749001468
38,2016,1,29,1,0,1,0,39373.83468957268
38,2017,1,30,0,0,2,1,37235.12388242641
38,2018,1,31,1,0,2,0,38764.27584905619
38,2019,1,32,1,0,2,1,43444.581376752394
39,2005,1,41,1,0,0,0,42174.98530216014
39,2006,1,42,0,0,0,1,49264.8867841944
39,2007,1,43,1,0,0,1,31082.018341400886
39,2008,1,44,1,0,0,0,40781.40684448223
39,2009,1,45,1,0,0,0,39675.425386038594
39,2010,1,46,1,0,0,1,30570.69528423
39,2011,1,47,1,0,0,0,40114.5860656848
39,2012,1,48,1,0,0,1,41249.50258352702
39,2013,1,49,1,0,0,0,39853.57212782808
39,2014,1,50,0,0,0,1,43177.956873931624
39,2015,1,51,1,0,0,0,33119.5131590154
39,2016,1,52,0,0,0,0,44454.729428423365
39,2017,1,53,1,0,0,1,42595.19977430329
39,2018,1,54,1,0,0,1,37136.7112769507
39,2019,1,55,1,0,0,1,53750.80392323858
40,2005,2,27,1,0,0,0,37703.146459758005
40,2006,2,28,0,0,0,0,35636.43200848205
40,2007,2,29,0,0,0,0,39607.733012532175
40,2008,2,30,0,0,0,0,32725.081842875097
40,2009,2,31,1,0,0,1,40231.00578519208
40,2010,2,32,0,0,0,1,56658.78995276468
40,2011,2,33,0,0,0,1,30741.440104124125
40,2012,2,34,0,0,0,1,52140.160872510976
40,2013,2,35,1,0,1,1,53562.636262957516
40,2014,2,36,1,0,1,0,31814.177870853615
40,2015,2,37,0,0,1,1,33644.59157225055
40,2016,2,38,0,0,1,0,57917.94431942292
40,2017,2,39,0,0,1,1,43680.564850779505
40,2018,2,40,1,0,2,1,49674.12888774991
40,2019,2,41,0,0,2,1,28483.487572990525
41,2005,1,44,1,0,0,0,52316.85478401212
41,2006,1,45,1,0,0,1,34430.78112829503
41,2007,1,46,1,0,0,1,53800.93865806858
41,2008,1,47,0,0,0,1,45376.48415275014
41,2009,1,48,1,0,0,1,38908.42029316663
41,2010,1,49,1,0,0,1,27057.328755533425
41,2011,1,50,1,0,1,1,33688.47384992744
41,2012,1,51,0,0,1,0,36233.36818788939
41,2013,1,52,1,0,1,1,51849.90838871043
41,2014,1,53,1,0,1,1,36171.38044302826
41,2015,1,54,1,0,1,0,43402.41923382289
41,2016,1,55,1,0,1,0,57749.91741760673
42,2005,1,23,0,0,0,1,31015.515518843586
42,2006,1,24,1,0,0,0,37406.20144801368
42,2007,1,25,0,0,0,1,44482.45153058485
42,2008,1,26,1,0,0,0,35074.97060401948
42,2009,1,27,0,5,0,1,35257.325555117044
